157584,10048,11954,135582,131532,6255,9410,115867,14129,1783,416,11930,2835,553,695,1587,2762,476,874,1412,2000,182,487,1331,4326,799,72,3455,5
59290,3097,5715,50478,52629,2410,5100,45119,2870,232,336,2302,0,0,0,0,294,0,56,238,1436,301,130,1005,2061,154,93,1814,5
70424,5078,5888,59458,56218,2973,4072,49173,8439,1256,792,6391,1156,149,249,758,1892,536,524,832,903,41,6,856,1816,123,245,1448,5
77648,2522,3347,71779,61732,1745,2474,57513,9616,398,611,8607,1283,7,30,1246,798,342,50,406,518,0,0,518,3701,30,182,3489,5
46637,5394,2456,38787,31327,2204,1590,27533,4419,705,291,3423,3257,630,481,2146,4557,1496,70,2991,1228,359,0,869,1849,0,24,1825,10
63124,6135,5448,51541,54066,4615,3877,45574,5903,957,1024,3922,290,0,81,209,318,54,0,264,1676,426,427,823,871,83,39,749,10
3805187,262123,254293,3288771,3128836,186743,193921,2748172,343938,33882,31707,278349,14658,3599,2343,8716,94369,17009,11637,65723,57793,8260,5889,43644,165593,12630,8796,144167,5
104199,9383,9002,85814,80207,5727,5952,68528,15698,2751,2027,10920,570,302,99,169,2087,0,496,1591,2000,244,299,1457,3637,359,129,3149,10
161529,10660,10414,140455,129364,6605,6193,116566,17625,1784,1790,14051,2240,716,653,871,4793,1218,1141,2434,1657,170,331,1156,5850,167,306,5377,5
4751156,364358,377798,4009000,3522472,216755,247940,3057777,457173,43780,42941,370452,286443,48824,42230,195389,122039,20226,15006,86807,109186,13858,11590,83738,253843,20915,18091,214837,10
124735,14388,12048,98299,99462,11951,9563,77948,14446,1068,908,12470,1608,545,264,799,1939,409,359,1171,3116,351,568,2197,4164,64,386,3714,10
48147,2356,3069,42722,37101,1590,2556,32955,4214,435,86,3693,1104,163,111,830,1258,129,178,951,658,0,0,658,3812,39,138,3635,5
320672,18887,17295,284490,260097,11077,12412,236608,25858,3888,2466,19504,7281,1163,708,5410,9304,1803,990,6511,4440,496,99,3845,13692,460,620,12612,5
564293,30467,33018,500808,421785,17633,23343,380809,59742,3661,4086,51995,26423,3876,2612,19935,14002,2476,1208,10318,9641,498,729,8414,32700,2323,1040,29337,5
150648,12036,14791,123821,114246,7786,10173,96287,23013,2473,2661,17879,2569,534,337,1698,1840,460,384,996,2241,188,370,1683,6739,595,866,5278,10
341178,16275,17606,307297,275912,10433,11912,253567,28137,1990,2015,24132,6284,1285,1260,3739,9120,1245,1244,6631,6044,184,396,5464,15681,1138,779,13764,5
505278,31596,24432,449250,415959,20549,17628,377782,41614,4264,3720,33630,8186,1213,1279,5694,8496,2627,458,5411,7969,2004,481,5484,23054,939,866,21249,5
40111,1318,1374,37419,28440,1106,817,26517,3376,0,124,3252,333,0,0,333,1660,0,102,1558,1750,0,0,1750,4552,212,331,4009,5
212254,15124,13715,183415,189110,12431,12585,164094,12831,1557,953,10321,60,0,0,60,601,231,135,235,2303,623,0,1680,7349,282,42,7025,5
124909,8501,8067,108341,100457,5308,4800,90349,13906,1315,1481,11110,2165,661,653,851,3219,985,760,1474,936,82,120,734,4226,150,253,3823,5
94440,11485,5234,77721,61895,6629,3044,52222,9125,1107,712,7306,3472,990,115,2367,5352,424,615,4313,7206,2086,651,4469,7390,249,97,7044,10
34942,4071,2694,28177,27776,2512,1569,23695,2724,274,520,1930,147,72,51,24,2333,775,252,1306,527,120,75,332,1435,318,227,890,10
50739,7717,3800,39222,41035,5577,2748,32710,6048,1009,590,4449,364,222,68,74,879,426,63,390,724,392,233,99,1689,91,98,1500,15
151064,11577,10842,128645,121697,7486,8332,105879,16475,1963,1222,13290,1057,672,0,385,1731,677,208,846,2807,381,483,1943,7297,398,597,6302,10
132905,10987,10462,111456,107184,7147,7920,92117,12399,1312,1248,9839,2406,890,368,1148,4330,592,564,3174,1188,270,94,824,5398,776,268,4354,10
329585,14167,12736,302682,278384,10794,9523,258067,25609,1681,1264,22664,4273,805,529,2939,4814,467,332,4015,2659,38,341,2280,13846,382,747,12717,5
115317,6000,5707,103610,86886,3155,3856,79875,9742,342,494,8906,2261,642,156,1463,7232,1016,855,5361,2576,402,196,1978,6620,443,150,6027,5
233107,20463,13396,199248,199692,15943,10206,173543,16813,2409,1775,12629,1758,302,417,1039,2762,366,332,2064,3556,515,372,2669,8526,928,294,7304,10
160836,17601,11359,131876,132351,12103,9459,110789,13449,2016,1214,10219,2294,698,163,1433,4226,1479,357,2390,2162,777,113,1272,6354,528,53,5773,10
70962,8104,4251,58607,57434,4572,3325,49537,6035,735,453,4847,951,642,68,241,2675,1470,315,890,1190,186,90,914,2677,499,0,2178,10
57876,4755,4894,48227,49365,3655,3411,42299,4923,811,476,3636,582,26,338,218,977,65,268,644,640,90,0,550,1389,108,401,880,10
70133,4540,4744,60849,54058,3714,3669,46675,6158,245,616,5297,1594,129,32,1433,1034,98,79,857,1060,0,0,1060,6229,354,348,5527,5
100510,5966,6759,87785,82211,3382,4912,73917,7884,991,812,6081,1112,157,520,435,2545,662,154,1729,1353,474,7,872,5405,300,354,4751,5
89764,6825,8390,74549,76732,5226,6530,64976,7242,616,850,5776,101,0,0,101,1191,576,127,488,1024,72,114,838,3474,335,769,2370,10
683585,44918,41048,597619,563748,29526,29602,504620,61497,7523,6285,47689,10145,3047,1345,5753,12738,2174,1522,9042,7969,741,735,6493,27488,1907,1559,24022,5
922537,74080,72321,776136,793175,57838,60329,675008,81119,8671,7948,64500,1360,218,0,1142,11012,2725,1192,7095,9385,1961,729,6695,26486,2667,2123,21696,10
1060279,60612,51999,947668,868184,40268,37301,790615,74803,6979,4862,62962,34984,8078,5119,21787,16182,2439,1758,11985,11756,1065,1040,9651,54370,1783,1919,50668,5
254283,16633,21373,216277,207951,13267,16313,178371,22877,1270,3389,18218,1334,357,162,815,3146,218,549,2379,6008,976,461,4571,12967,545,499,11923,5
438923,21474,18851,398598,351858,11585,11556,328717,32652,2675,2842,27135,17316,3700,2222,11394,14000,1680,1297,11023,5194,947,106,4141,17903,887,828,16188,5
27639,2544,1340,23755,22838,1923,1005,19910,2170,372,114,1684,380,98,0,282,323,52,63,208,321,0,0,321,1607,99,158,1350,10
50050,2944,2331,44775,40889,1785,1542,37562,4462,253,331,3878,510,66,161,283,2035,553,86,1396,706,158,159,389,1448,129,52,1267,5
138094,6424,7319,124351,115915,4298,5668,105949,12384,751,957,10676,803,239,281,283,2571,451,160,1960,1492,631,178,683,4929,54,75,4800,5
422909,15773,17625,389511,338843,10085,12614,316144,33781,1625,2114,30042,3194,407,0,2787,11395,1447,628,9320,7438,622,706,6110,28258,1587,1563,25108,5
91147,3739,2981,84427,72429,2441,2552,67436,9014,941,286,7787,2609,0,0,2609,1066,0,74,992,884,112,4,768,5145,245,65,4835,5
339745,27053,25047,287645,302511,22080,22407,258024,22028,2228,2007,17793,342,0,0,342,2049,906,396,747,2948,852,155,1941,9867,987,82,8798,10
2285522,94027,73249,2118246,1517516,41815,38890,1436811,173291,10075,8007,155209,325598,20666,15763,289169,102813,11073,4151,87589,57802,5443,3595,48764,108502,4955,2843,100704,5
41012,1210,1754,38048,29407,578,948,27881,8668,464,599,7605,858,74,80,704,594,94,0,500,255,0,0,255,1230,0,127,1103,5
90276,5785,3462,81029,75362,3734,2826,68802,9486,1426,636,7424,729,190,0,539,990,189,0,801,919,133,0,786,2790,113,0,2677,5
55153,4568,3247,47338,45333,3136,2701,39496,4566,732,197,3637,236,7,0,229,864,204,0,660,1053,264,241,548,3101,225,108,2768,10
1153862,83222,93682,976958,929018,60797,71743,796478,104815,8140,11438,85237,21379,4828,3290,13261,12127,2530,2076,7521,19736,3276,1995,14465,66787,3651,3140,59996,5
182251,10212,13740,158299,152768,7436,11417,133915,18111,1700,1521,14890,1168,41,374,753,2117,551,55,1511,1002,0,38,964,7085,484,335,6266,5
210941,13355,16877,180709,164600,8368,11426,144806,22162,2200,1865,18097,5047,828,1692,2527,6187,1229,1220,3738,3971,481,31,3459,8974,249,643,8082,5
270654,19036,24697,226921,223249,13413,19134,190702,28768,3628,3700,21440,1728,642,492,594,2117,100,311,1706,3536,681,583,2272,11256,572,477,10207,5
46475,5601,2545,38329,39049,4026,2040,32983,5326,926,349,4051,187,141,0,46,560,365,70,125,315,143,3,169,1038,0,83,955,10
96986,3010,3110,90866,79285,2554,2064,74667,6220,131,269,5820,1324,0,0,1324,2405,73,60,2272,1538,0,299,1239,6214,252,418,5544,5
59696,6590,4280,48826,49020,4969,3104,40947,4580,648,151,3781,131,102,0,29,1764,432,89,1243,1394,97,551,746,2807,342,385,2080,10
596931,24578,22071,550282,483628,15072,15563,452993,48479,2557,3114,42808,18273,2220,1695,14358,11553,1757,841,8955,7001,1030,147,5824,27997,1942,711,25344,5
28767,2391,3239,23137,23640,1490,2542,19608,2631,483,406,1742,113,113,0,0,779,0,252,527,240,171,0,69,1364,134,39,1191,10
3118329,180374,187089,2750866,2351700,116743,130359,2104598,292758,23175,20424,249159,26201,3254,1586,21361,109547,14463,11774,83310,58505,5084,4958,48463,279618,17655,17988,243975,5
35751,7116,3488,25147,27394,5819,2513,19062,2843,109,264,2470,1009,639,0,370,1817,441,191,1185,1134,0,473,661,1554,108,47,1399,20
249353,20513,11480,217360,180370,8431,7105,164834,19561,1524,996,17041,13305,2669,1356,9280,13554,5140,800,7614,10708,1673,877,8158,11855,1076,346,10433,10
445432,28421,39393,377618,346201,20087,28308,297806,47121,3262,7200,36659,4119,1903,589,1627,5930,357,1742,3831,13617,1446,918,11253,28444,1366,636,26442,5
71904,6736,2641,62527,50287,2881,1989,45417,6524,571,237,5716,3140,668,0,2472,4899,1806,338,2755,2995,732,77,2186,4059,78,0,3981,10
627390,34462,27048,565880,520216,22769,19769,477678,50304,4755,3853,41696,8873,1234,1381,6258,9379,2627,481,6271,8941,2032,481,6428,29677,1045,1083,27549,5
225535,16985,13513,195037,177469,9222,9655,158592,20182,1461,1480,17241,5192,1283,671,3238,9887,3625,803,5459,3730,822,589,2319,9075,572,315,8188,10
1020004,50123,36045,933836,623528,20307,16769,586452,72822,4084,3646,65092,197443,15076,11402,170965,58362,6437,1868,50057,25291,1875,1569,21847,42558,2344,791,39423,5
4003328,157669,132074,3713585,2910934,81625,80981,2748328,314447,20701,15392,278354,358732,23978,18387,316367,144278,15544,7643,121091,77556,7729,4227,65600,197381,8092,5444,183845,5
195012,9098,7496,178418,152979,5875,5047,142057,15099,359,946,13794,2489,654,168,1667,7860,1060,855,5945,2950,445,250,2255,13635,705,230,12700,5
70031,6019,4209,59803,56535,4034,2785,49716,5776,623,392,4761,429,73,24,332,2625,963,499,1163,1382,294,206,882,3284,32,303,2949,10
42717,1324,1569,39824,35779,1004,514,34261,2449,131,175,2143,805,0,172,633,1307,136,366,805,479,0,0,479,1898,53,342,1503,5
87179,12158,9140,65881,60770,7390,5952,47428,9684,1129,575,7980,4932,1433,1267,2232,2465,1276,201,988,4099,582,776,2741,5229,348,369,4512,15
2990263,204262,205001,2581000,2391682,139820,152596,2099266,290032,27394,25931,236707,12974,2409,1779,8786,91391,17180,10057,64154,45604,7095,4539,33970,158580,10364,10099,138117,5
618828,38280,36935,543613,510852,28410,25642,456800,51816,3955,6029,41832,10928,2146,1963,6819,9107,1194,1055,6858,8844,1581,1223,6040,27281,994,1023,25264,5
415874,15089,15002,385783,264340,6919,8439,248982,60812,1541,1257,58014,41692,4035,3136,34521,19113,806,1254,17053,15322,889,481,13952,14595,899,435,13261,5
1852395,141707,121886,1588802,1414204,94870,85031,1234303,206984,19922,19012,168050,37894,8160,4753,24981,25878,5307,2353,18218,45701,5957,4507,35237,121734,7491,6230,108013,10
37822,2071,1740,34011,30091,1547,1253,27291,3372,299,246,2827,99,29,0,70,1333,159,173,1001,776,37,0,739,2151,0,68,2083,5
85929,8328,6023,71578,65985,5310,3947,56728,8485,889,572,7024,1654,397,191,1066,4497,1250,487,2760,828,33,234,561,4480,449,592,3439,10
1222657,50821,54437,1117399,876766,24476,28550,823740,90245,5793,6812,77640,142010,11093,10178,120739,31692,5063,3199,23430,20813,1997,2407,16409,61131,2399,3291,55441,5
321699,24706,21707,275286,263035,15461,16152,231422,32745,5381,3477,23887,3179,771,225,2183,6464,1511,681,4272,6074,1170,615,4289,10202,412,557,9233,10
26605221,1386096,1472213,23746912,21871327,1015641,1132094,19723592,2304984,181930,176686,1946368,125385,11173,9819,104393,464406,52258,46334,365814,337171,33665,29089,274417,1501948,91429,78191,1332328,5
3009820,266712,203316,2539792,2371478,172593,146125,2052760,265938,32203,23426,210309,105526,21963,12197,71366,85118,22644,8564,53910,58248,9378,6307,42563,123512,7931,6697,108884,10
3563882,191020,183030,3189832,2406926,101737,109656,2195533,260500,15285,17799,227416,524689,43119,35542,446028,115455,14917,7847,92691,75576,7609,4366,63601,180736,8353,7820,164563,5
110743,3727,5232,101784,87418,1939,3513,81966,11961,772,702,10487,1843,378,72,1393,1880,71,473,1336,1954,354,99,1501,5687,213,373,5101,5
232465,19686,14622,198157,195072,13795,12152,169125,21493,3225,1583,16685,1392,649,0,743,3179,246,436,2497,3416,889,298,2229,7913,882,153,6878,10
231236,20094,16305,194837,197871,14228,13085,170558,16284,2028,1488,12768,3344,1027,600,1717,4324,1475,914,1935,2923,692,118,2113,6490,644,100,5746,10
215332,19604,17419,178309,178833,15540,12248,151045,20071,1394,3409,15268,1521,701,7,813,2221,764,271,1186,3851,722,554,2575,8835,483,930,7422,10
11007926,794257,740430,9473239,7675751,462591,464055,6749105,1125617,100244,101833,923540,840232,95189,77338,667705,382932,51800,32098,299034,356202,40481,27960,287761,627192,43952,37146,546094,5
24783812,1267836,1150704,22365272,16382309,571834,593133,15217342,1878220,136983,124894,1616343,3925017,313156,266393,3345468,1018740,140238,90408,788094,436996,42148,33175,361673,1142530,63477,42701,1036352,5
87441,10561,6194,70686,61554,4924,3987,52643,7798,710,523,6565,4389,1044,390,2955,7316,3174,643,3499,2238,191,411,1636,4146,518,240,3388,10
274487,12031,9773,252683,218410,7836,6881,203693,21995,647,946,20402,3397,776,238,2383,9924,1295,1183,7446,3991,445,250,3296,16770,1032,275,15463,5
253370,27472,21899,203999,187577,17143,14244,156190,28887,4061,3633,21193,3703,937,578,2188,15771,3356,2182,10233,5111,552,703,3856,12321,1423,559,10339,10
128086,4662,3943,119481,85590,2464,2622,80504,8686,300,542,7844,11402,572,187,10643,3979,486,231,3262,3795,363,0,3432,14634,477,361,13796,5
293546,18829,16730,257987,229549,13787,11456,204306,27053,1681,2345,23027,1557,71,54,1432,10790,1773,1066,7951,4194,397,570,3227,20403,1120,1239,18044,5
355393,24439,24663,306291,286401,17160,20787,248454,32550,4286,1958,26306,633,56,20,557,5255,660,473,4122,8083,1060,780,6243,22471,1217,645,20609,5
4691765,204252,218428,4269085,3928473,150239,169164,3609070,372312,26724,25968,319620,13981,1612,1107,11262,79445,7586,6147,65712,53863,4002,4704,45157,243691,14089,11338,218264,5
42817,4583,3160,35074,35419,2717,2875,29827,2609,382,138,2089,375,8,0,367,1043,289,64,690,863,662,75,126,2508,525,8,1975,10
302022,18099,14726,269197,243867,11890,10229,221748,27063,1835,1767,23461,6650,1608,1141,3901,9373,1720,877,6776,2894,345,460,2089,12175,701,252,11222,5
36016,2588,2409,31019,29100,1684,1830,25586,4202,638,325,3239,416,148,49,219,960,118,45,797,237,0,42,195,1101,0,118,983,5
462911,17617,16166,429128,371983,10889,11359,349735,36775,1782,1555,33438,8791,1026,1112,6653,11432,1731,1049,8652,7636,716,402,6518,26294,1473,689,24132,5
667128,50519,51114,565495,557422,36230,40223,480969,61434,7965,6041,47428,2739,790,860,1089,7562,1242,832,5488,10918,1581,1619,7718,27053,2711,1539,22803,10
108412,6504,4984,96924,63400,2221,1685,59494,13067,747,448,11872,1000,150,100,750,13934,1720,1303,10911,10003,1144,1077,7782,7008,522,371,6115,5
733227,29714,27627,675886,594285,18418,19585,556282,61514,3209,3624,54681,20742,2667,2054,16021,13959,1986,983,10990,9101,1448,316,7337,33626,1986,1065,30575,5
450999,29302,29769,391928,374852,20281,22798,331773,43771,5034,4164,34573,2325,566,519,1240,3984,823,697,2464,6743,1278,673,4792,19324,1320,918,17086,5
35286,4832,3998,26456,28664,3498,3127,22039,2955,308,467,2180,624,184,32,408,1686,608,298,780,485,74,74,337,872,160,0,712,15
71427,2558,2665,66204,52066,1270,1897,48899,8876,601,450,7825,1506,119,0,1387,2257,355,55,1847,1464,95,231,1138,5258,118,32,5108,5
169751,14102,12840,142809,145288,12392,9978,122918,13490,708,2150,10632,762,0,41,721,2224,389,214,1621,3722,170,325,3227,4265,443,132,3690,10
10438932,633871,586352,9218709,8461787,430110,433449,7598228,912003,82548,73194,756261,176575,28942,18694,128939,232489,45881,24076,162532,143082,19426,13012,110644,512996,26964,23927,462105,5
27619,2326,1280,24013,18886,1121,637,17128,3273,280,40,2953,559,138,87,334,1695,220,316,1159,796,192,0,604,2410,375,200,1835,10
52646,5025,2901,44720,42049,3558,1869,36622,5587,603,652,4332,665,249,137,279,1653,367,72,1214,561,195,0,366,2131,53,171,1907,10
158472,16022,13351,129099,133242,12564,9583,111095,13815,1759,1745,10311,976,333,108,535,2092,587,504,1001,2635,308,355,1972,5712,471,1056,4185,10
725824,77527,70399,577898,587896,53118,52782,481996,72263,9442,9215,53606,4409,1258,1031,2120,25780,8668,4111,13001,15794,3700,2093,10001,19682,1341,1167,17174,10
233856,18212,17392,198252,194552,12399,13027,169126,22074,2808,1431,17835,2988,553,785,1650,5323,1028,1401,2894,2735,182,605,1948,6184,1242,143,4799,10
724850,35844,43178,645828,571507,24820,29371,517316,64567,5216,8487,50864,14928,1783,1802,11343,9750,1131,431,8188,8289,1083,1020,6186,55809,1811,2067,51931,5
40942,2762,2271,35909,33457,1899,1726,29832,4214,351,253,3610,164,41,61,62,682,101,110,471,697,146,0,551,1728,224,121,1383,5
138053,10753,7365,119935,112914,8025,5718,99171,11624,1587,675,9362,682,232,71,379,2333,493,227,1613,2423,75,128,2220,8077,341,546,7190,10
61236,2525,1989,56722,49816,1907,662,47247,3446,178,228,3040,988,50,172,766,2652,266,417,1969,517,0,0,517,3817,124,510,3183,5
1255518,71185,78609,1105724,1020334,51866,58422,910046,116240,11489,12974,91777,16250,2137,2002,12111,14028,1529,723,11776,12723,1595,1619,9509,75943,2569,2869,70505,5
181705,13655,18653,149397,140649,9232,12240,119177,22081,1653,4420,16008,2974,671,268,2035,5260,1358,858,3044,3053,547,420,2086,7688,194,447,7047,10
1176255,77129,67578,1031548,980480,50921,51059,878500,88511,12399,8014,68098,16123,2425,2956,10742,19158,5472,1679,12007,17489,2819,1808,12862,54494,3093,2062,49339,5
1223483,69984,63468,1090031,1025959,52181,49605,924173,97018,7982,7709,81327,10993,2802,1174,7017,16899,2683,1962,12254,12336,1813,628,9895,60278,2523,2390,55365,5
56876,6170,4262,46444,46431,5048,3415,37968,6749,896,376,5477,860,134,335,391,707,0,0,707,748,14,0,734,1381,78,136,1167,10
79945,5091,5799,69055,63841,3714,3509,56618,9214,470,1198,7546,460,11,19,430,3679,573,515,2591,959,223,255,481,1792,100,303,1389,5
83981,4984,4499,74498,69234,2687,3689,62858,8206,1396,479,6331,684,73,0,611,1551,369,92,1090,596,7,27,562,3710,452,212,3046,5
26002,1734,1846,22422,21535,1136,986,19413,2971,193,601,2177,0,0,0,0,844,397,259,188,164,0,0,164,488,8,0,480,5
57625,2564,4611,50450,48810,1931,4256,42623,4098,325,211,3562,91,32,7,52,1378,172,0,1206,1023,53,101,869,2225,51,36,2138,5
51965,6404,5453,40108,38603,3944,4094,30565,6105,1119,531,4455,1360,230,361,769,1506,701,178,627,1125,145,225,755,3266,265,64,2937,10
533703,22733,24265,486705,425551,14966,16385,394200,45421,2273,3488,39660,4114,407,0,3707,16441,2297,1119,13025,9971,1079,1096,7796,32205,1711,2177,28317,5
1149625,74504,64484,1010637,971353,56238,50354,864761,88348,8072,8361,71915,8260,1876,1670,4714,18256,4013,1908,12335,12865,2022,1053,9790,50543,2283,1138,47122,5
117129,6281,4916,105932,99822,4775,3528,91519,7713,792,419,6502,780,71,210,499,1909,284,289,1336,2090,134,97,1859,4815,225,373,4217,5
108430,9703,10727,88000,89828,7460,7701,74667,10809,1026,2159,7624,1029,555,0,474,1140,347,169,624,2368,231,302,1835,3256,84,396,2776,10
80361995,3929981,4079067,72352947,64466927,2734157,3008580,58724190,7015043,528871,534869,5951303,2364611,172655,141000,2050956,1159747,161587,132571,865589,1131439,122161,93206,916072,4224228,210550,168841,3844837,5
100160,3474,5739,90947,78796,2384,4535,71877,10592,639,372,9581,450,112,67,271,603,82,228,293,2057,79,322,1656,7662,178,215,7269,5
309390,7079,8675,293636,248398,5261,5485,237652,21731,797,2091,18843,3776,0,291,3485,2723,107,404,2212,3705,137,0,3568,29057,777,404,27876,0
284990,13551,12845,258594,226746,8849,8053,209844,23574,1082,1914,20578,2615,758,168,1689,11108,1393,1882,7833,3318,527,282,2509,17629,942,546,16141,5
75929,4569,3943,67417,61443,3292,3358,54793,8485,1181,470,6834,1076,0,0,1076,1032,0,71,961,1216,28,0,1188,2677,68,44,2565,5
12094208,676803,726754,10690651,9268522,449416,516790,8302316,1257810,89703,99494,1068613,404275,32876,25590,345809,216806,31506,26588,158712,241920,29749,21284,190887,704875,43553,37008,624314,5
84303,3013,5639,75651,69768,2204,5083,62481,6769,353,382,6034,249,32,7,210,2611,252,0,2359,1377,105,109,1163,3529,67,58,3404,5
89570,4525,5265,79780,67623,2533,2972,62118,10163,938,1137,8088,2731,122,88,2521,1632,328,376,928,3564,472,593,2499,3857,132,99,3626,5
46904,3299,3746,39859,36816,2864,2884,31068,4149,228,553,3368,1355,109,0,1246,752,98,73,581,869,0,0,869,2963,0,236,2727,5
126570,11016,12379,103175,104759,8452,8661,87646,12762,1055,2665,9042,1239,555,0,684,1287,347,199,741,2629,523,302,1804,3894,84,552,3258,10
5113537,435730,373403,4304404,4291366,326030,292237,3673099,453122,56842,49197,347083,44328,9213,5969,29146,69933,18308,9964,41661,66218,10618,8151,47449,188570,14719,7885,165966,10
45240,7055,4237,33948,36723,4899,3283,28541,3484,477,297,2710,186,56,0,130,1729,770,327,632,1035,443,123,469,2083,410,207,1466,15
125017,10902,8974,105141,103737,7237,6133,90367,11232,2046,1572,7614,2207,583,171,1453,1929,377,484,1068,1657,648,490,519,4255,11,124,4120,10
1139570,55232,60410,1023928,928228,37032,44092,847104,99997,7111,8130,84756,5702,742,225,4735,31520,4391,3071,24058,16149,1647,1798,12704,57974,4309,3094,50571,5
369686,27946,23127,318613,308395,20724,16616,271055,34062,3630,3786,26646,2167,403,637,1127,3610,583,415,2612,9370,1273,1165,6932,12082,1333,508,10241,10
176616,13330,15490,147796,130552,6496,9051,115005,30736,5610,5357,19769,2833,385,168,2280,2320,356,381,1583,3688,427,116,3145,6487,56,417,6014,10
23555,1492,1280,20783,19062,927,780,17355,1946,288,354,1304,420,196,0,224,733,40,68,625,423,0,13,410,971,41,65,865,5
1143722,50236,42160,1051326,861141,27158,25672,808311,98523,6870,4738,86915,84931,7272,6913,70746,31554,3971,3127,24456,18247,1903,470,15874,49326,3062,1240,45024,5
48120,1053,2280,44787,40215,936,1644,37635,4173,108,541,3524,208,0,0,208,1006,9,86,911,334,0,0,334,2184,0,9,2175,0
